ID Cliente,Zona,País,Tipo de producto,Canal de venta,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total,Estado del pedido,Método de pago,Descuento aplicado,Número de seguimiento,Hora del pedido,Tipo de envío
C8551,África,Democratic Republic of the Congo,MINI HERE,Online,Crítica,9/15/2020,855146872,9/20/2020,5818,9.33,6.92,54281.94,40260.56,Pendiente,Tarjeta de débito,45%,34567890ABC,18:10,Envío económico
C9641,Australia y Oceanía,Tonga,MINI HERE,Online,Crítica,8/30/2020,964124810,8/31/2020,4811,437.2,263.33,2103369.2,1266880.63,Entregado,Efectivo,50%,XYZAB123CD,5:27,Envío express
C2047,África,Mozambique,MINI HERE,Offline,Crítica,10/15/2021,204702174,10/17/2021,4777,152.58,97.44,728874.66,465470.88,Cancelado,Tarjeta de crédito,5%,EFGHI456JK,21:52,Envío a domicilio
C7816,África,Kuwait,MINI HERE,Online,Media,3/25/2022,781615293,4/10/2022,6189,421.89,364.69,2611077.21,2257066.41,Procesando,PayPal,10%,LMNOP789QR,11:19,Envío estándar
C4699,Europa,Romania,MINI HERE,Offline,Alta,12/16/2021,469912993,1/22/2022,6552,47.45,31.79,310892.4,208288.08,Enviado,Transferencia bancaria,15%,STUVW012XY,7:45,Envío internacional
C2649,África,South Sudan,MINI HERE,Online,Crítica,5/9/2021,264956605,6/4/2021,5402,437.2,263.33,2361754.4,1422508.66,Pendiente,Tarjeta de débito,20%,Z34567ABCD,23:11,Envío prioritario
C3324,Asia,Malaysia,MINI HERE,Offline,Crítica,8/13/2022,332419955,9/12/2022,9307,152.58,97.44,1420062.06,906874.08,Devuelto,Efectivo,25%,EFGHI890JK,16:39,Envío rápido
C4582,Centroamérica y Caribe,Costa Rica,MINI HERE,Offline,Media,8/22/2022,458289372,8/30/2022,6864,152.58,97.44,1047309.12,668828.16,Entregado,Tarjeta de crédito,30%,LMNOP123QR,3:17,Envío terrestre
C4988,Europa,Croatia,MINI HERE,Online,Alta,2/25/2020,498863685,3/8/2020,3705,81.73,56.67,302809.65,209962.35,Procesando,PayPal,35%,STUVW456XY,20:42,Envío aéreo
C8307,Asia,Nepal,MINI HERE,Offline,Baja,11/5/2022,830754220,11/7/2022,7490,47.45,31.79,355400.5,238107.1,Enviado,Transferencia bancaria,40%,Z78901ABCD,9:05,Envío urgente
C1008,Asia,Tajikistan,MINI HERE,Online,Alta,4/1/2020,100884807,4/30/2020,2911,255.28,159.42,743120.08,464071.62,Pendiente,Tarjeta de débito,45%,EFGHI234JK,15:28,Envío económico
C1764,Europa,Serbia,MINI HERE,Offline,Alta,4/17/2022,176491773,4/24/2022,6692,421.89,364.69,2823287.88,2440505.48,Cancelado,Efectivo,50%,LMNOP567QR,4:56,Envío express
C2951,África,Angola,MINI HERE,Offline,Baja,9/25/2020,295123946,11/3/2020,2589,421.89,364.69,1092273.21,944182.41,Devuelto,Tarjeta de crédito,5%,STUVW890XY,19:21,Envío a domicilio
C2146,Asia,Japan,MINI HERE,Online,Baja,1/7/2022,214642655,2/14/2022,6386,81.73,56.67,521927.78,361894.62,Enviado,PayPal,10%,Z12345ABCD,10:49,Envío estándar
C6632,Europa,Iceland,MINI HERE,Online,Media,2/21/2020,663221728,3/1/2020,903,421.89,364.69,380966.67,329315.07,Procesando,Transferencia bancaria,15%,EFGHI678JK,6:16,Envío nacional
C1893,Europa,Cyprus,MINI HERE,Offline,Media,12/2/2020,189347493,12/21/2020,986,109.28,35.84,107750.08,35338.24,Pendiente,Tarjeta de débito,20%,LMNOP901QR,22:40,Envío prioritario
C1118,Australia y Oceanía,East Timor,MINI HERE,Offline,Alta,7/30/2020,111818778,8/23/2020,8516,47.45,31.79,404084.2,270723.64,Enviado,Efectivo,25%,STUVW234XY,12:08,Envío internacional
C4697,Asia,Tajikistan,MINI HERE,Online,Baja,6/17/2021,469746911,7/28/2021,7405,651.21,524.96,4822210.05,3887328.8,Devuelto,Tarjeta de crédito,30%,Z56789ABCD,1:36,Envío rápido
C4725,África,Somalia,MINI HERE,Online,Crítica,1/7/2022,472555720,2/3/2022,8594,668.27,502.54,5743112.38,4318828.76,Procesando,PayPal,35%,EFGHI012JK,17:03,Envío terrestre
C7499,Europa,Spain,MINI HERE,Offline,Alta,2/9/2021,749981534,2/11/2021,5057,109.28,35.84,552628.96,181242.88,Entregado,Transferencia bancaria,40%,LMNOP345QR,13:47,Envío aéreo
C2020,Europa,Sweden,MINI HERE,Online,Crítica,4/12/2022,202073180,5/8/2022,6799,205.7,117.11,1398554.3,796230.89,Cancelado,Tarjeta de débito,45%,STUVW678XY,2:14,Envío urgente
C9491,África,Ethiopia,MINI HERE,Offline,Baja,11/26/2020,949191987,12/15/2020,5857,668.27,502.54,3914057.39,2943376.78,Pendiente,Efectivo,50%,Z90123ABCD,8:35,Envío económico
C6820,Asia,Turkmenistan,MINI HERE,Offline,Baja,10/4/2022,682011783,11/14/2022,1297,81.73,56.67,106003.81,73500.99,Devuelto,Tarjeta de crédito,5%,EFGHI456JK,14:59,Envío express
C3115,Europa,Malta,MINI HERE,Online,Baja,8/6/2022,311518895,8/21/2022,4219,109.28,35.84,461052.32,151208.96,Enviado,PayPal,10%,LMNOP789QR,18:23,Envío a domicilio
C8190,África,Malawi,MINI HERE,Offline,Baja,9/16/2022,819012153,9/18/2022,2751,437.2,263.33,1202737.2,724420.83,Procesando,Transferencia bancaria,15%,STUVW012XY,5:50,Envío estándar
C1061,Europa,Czech Republic,MINI HERE,Offline,Crítica,1/29/2020,106102883,2/28/2020,7056,651.21,524.96,4594937.76,3704117.76,Entregado,Tarjeta de débito,20%,Z34567ABCD,21:14,Envío internacional
C6447,Europa,Netherlands,MINI HERE,Offline,Media,2/3/2022,644714915,2/10/2022,4325,421.89,364.69,1824674.25,1577284.25,Cancelado,Efectivo,25%,EFGHI890JK,11:42,Envío prioritario
C9270,Europa,Sweden,MINI HERE,Offline,Baja,4/2/2022,927084577,4/16/2022,3783,47.45,31.79,179503.35,120261.57,Pendiente,Tarjeta de crédito,30%,LMNOP123QR,7:09,Envío rápido
C4157,África,Saudi Arabia,MINI HERE,Online,Crítica,8/6/2021,415760695,8/18/2021,1684,154.06,90.93,259437.04,153126.12,Enviado,PayPal,35%,STUVW456XY,23:32,Envío terrestre
C8936,África,Turkey,MINI HERE,Online,Media,7/29/2021,893604600,8/29/2021,6314,205.7,117.11,1298789.8,739432.54,Procesando,Transferencia bancaria,40%,Z78901ABCD,16:57,Envío aéreo
C6137,Centroamérica y Caribe,Dominican Republic,MINI HERE,Offline,Baja,8/12/2022,613790118,9/18/2022,2991,109.28,35.84,326856.48,107197.44,Entregado,Tarjeta de débito,45%,EFGHI234JK,3:24,Envío urgente
C1498,Asia,Uzbekistan,MINI HERE,Offline,Alta,8/31/2022,149803578,9/7/2022,9063,81.73,56.67,740718.99,513600.21,Cancelado,Efectivo,50%,LMNOP567QR,20:50,Envío económico
C1454,África,Kuwait,MINI HERE,Offline,Media,7/14/2021,145443809,7/26/2021,8910,152.58,97.44,1359487.8,868190.4,Devuelto,Tarjeta de crédito,5%,STUVW890XY,9:18,Envío express
C8648,Australia y Oceanía,Federated States of Micronesia,MINI HERE,Offline,Crítica,4/9/2022,864822137,5/11/2022,8943,109.28,35.84,977291.04,320517.12,Enviado,PayPal,10%,Z12345ABCD,15:43,Envío a domicilio
C8423,Australia y Oceanía,Samoa ,MINI HERE,Online,Alta,3/10/2021,842362391,4/14/2021,2606,651.21,524.96,1697053.26,1368045.76,Procesando,Transferencia bancaria,15%,EFGHI678JK,4:11,Envío estándar
C9328,África,Eritrea,MINI HERE,Online,Baja,9/18/2020,932800900,9/21/2020,5370,152.58,97.44,819354.6,523252.8,Pendiente,Tarjeta de débito,20%,LMNOP901QR,19:36,Envío nacional
C2611,Asia,Singapore,MINI HERE,Online,Alta,4/3/2022,261186492,4/13/2022,9742,255.28,159.42,2486937.76,1553069.64,Enviado,Efectivo,25%,STUVW234XY,10:04,Envío prioritario
C2728,África,Mauritania,MINI HERE,Offline,Media,11/23/2021,272880494,12/31/2021,257,668.27,502.54,171745.39,129152.78,Devuelto,Tarjeta de crédito,30%,Z56789ABCD,6:31,Envío internacional
C6835,Asia,Bhutan,MINI HERE,Online,Alta,5/30/2020,683556735,6/8/2020,8483,109.28,35.84,927022.24,304030.72,Cancelado,PayPal,35%,EFGHI012JK,22:53,Envío rápido
C8292,África,Republic of the Congo,MINI HERE,Online,Baja,11/5/2021,829201543,11/15/2021,8018,47.45,31.79,380454.1,254892.22,Procesando,Transferencia bancaria,40%,LMNOP345QR,12:20,Envío terrestre
C1161,Europa,Germany,MINI HERE,Online,Media,8/18/2020,116113746,9/1/2020,9493,47.45,31.79,450442.85,301782.47,Entregado,Tarjeta de débito,45%,STUVW678XY,1:48,Envío aéreo
C2709,África,Tunisia ,MINI HERE,Offline,Media,3/6/2020,270904672,3/14/2020,5567,205.7,117.11,1145131.9,651951.37,Pendiente,Efectivo,50%,Z90123ABCD,17:10,Envío urgente
C3904,Asia,Myanmar,MINI HERE,Offline,Media,1/7/2020,390498149,1/26/2020,5935,205.7,117.11,1220829.5,695047.85,Enviado,Tarjeta de crédito,5%,EFGHI456JK,13:35,Envío económico
C9921,Europa,Romania,MINI HERE,Offline,Media,1/28/2020,992130506,3/3/2020,2319,437.2,263.33,1013866.8,610662.27,Cancelado,PayPal,10%,LMNOP789QR,2:03,Envío express
C8633,Europa,Greece,MINI HERE,Offline,Crítica,2/10/2022,863350570,3/14/2022,3474,152.58,97.44,530062.92,338506.56,Devuelto,Transferencia bancaria,15%,STUVW012XY,8:29,Envío a domicilio
C2120,África,Benin,MINI HERE,Offline,Baja,7/28/2022,212019670,7/29/2022,187,437.2,263.33,81756.4,49242.71,Procesando,Tarjeta de débito,20%,Z34567ABCD,14:52,Envío estándar
C2163,Centroamérica y Caribe,Jamaica,MINI HERE,Online,Crítica,8/5/2022,216311633,8/27/2022,274,651.21,524.96,178431.54,143839.04,Pendiente,Efectivo,25%,EFGHI890JK,18:15,Envío internacional
C7747,Europa,Liechtenstein,MINI HERE,Online,Alta,11/6/2020,774712789,12/11/2020,3585,668.27,502.54,2395747.95,1801605.9,Enviado,Tarjeta de crédito,30%,LMNOP123QR,5:42,Envío prioritario
C9560,Norteamérica,Greenland,MINI HERE,Online,Crítica,9/17/2020,956021964,10/8/2020,6999,255.28,159.42,1786704.72,1115780.58,Entregado,PayPal,35%,STUVW456XY,9:26,Envío rápido
C3493,Europa,Romania,MINI HERE,Online,Alta,3/26/2020,349350488,4/19/2020,9428,437.2,263.33,4121921.6,2482675.24,Cancelado,Transferencia bancaria,40%,Z78901ABCD,14:53,Envío terrestre
C4141,Asia,China,MINI HERE,Online,Alta,2/26/2022,414122188,3/23/2022,6813,437.2,263.33,2978643.6,1794067.29,Procesando,Tarjeta de débito,45%,EFGHI234JK,18:17,Envío aéreo
C4300,Australia y Oceanía,East Timor,MINI HERE,Offline,Baja,1/17/2021,430073392,2/5/2021,7129,668.27,502.54,4764096.83,3582607.66,Devuelto,Efectivo,50%,LMNOP567QR,5:42,Envío urgente
C6472,Europa,Albania,MINI HERE,Online,Media,11/18/2021,647252929,12/28/2021,5380,81.73,56.67,439707.4,304884.6,Procesando,Tarjeta de crédito,5%,STUVW890XY,21:09,Envío económico
C9360,Asia,Laos,MINI HERE,Offline,Alta,6/20/2021,936022126,7/24/2021,8602,9.33,6.92,80256.66,59525.84,Entregado,PayPal,10%,Z12345ABCD,11:35,Envío express
C3370,África,Central African Republic,MINI HERE,Offline,Baja,4/17/2021,337054812,5/24/2021,864,651.21,524.96,562645.44,453565.44,Devuelto,Transferencia bancaria,15%,EFGHI678JK,7:02,Envío a domicilio
C2113,Europa,Netherlands,MINI HERE,Offline,Crítica,5/24/2020,211337316,7/8/2020,8263,421.89,364.69,3486077.07,3013433.47,Procesando,Tarjeta de débito,20%,LMNOP901QR,23:28,Envío estándar
C1901,Australia y Oceanía,Solomon Islands,MINI HERE,Offline,Media,6/30/2022,190168464,8/15/2022,3929,152.58,97.44,599486.82,382841.76,Enviado,Efectivo,25%,STUVW234XY,16:50,Envío nacional
C4251,África,Seychelles ,MINI HERE,Offline,Media,4/16/2020,425159585,5/26/2020,3024,109.28,35.84,330462.72,108380.16,Enviado,Tarjeta de crédito,30%,Z56789ABCD,3:14,Envío prioritario
C2382,Asia,Kazakhstan,MINI HERE,Online,Baja,8/7/2022,238234508,8/21/2022,7740,421.89,364.69,3265428.6,2822700.6,Entregado,PayPal,35%,EFGHI012JK,20:37,Envío internacional
C3716,Europa,Hungary,MINI HERE,Offline,Alta,6/26/2021,371629559,7/16/2021,2300,437.2,263.33,1005560,605659,Pendiente,Transferencia bancaria,40%,LMNOP345QR,8:05,Envío rápido
C7378,Asia,Laos,MINI HERE,Offline,Baja,4/13/2022,737893569,5/30/2022,7960,255.28,159.42,2032028.8,1268983.2,Enviado,Tarjeta de débito,45%,STUVW678XY,12:31,Envío terrestre
C8698,África,Yemen,MINI HERE,Online,Crítica,2/25/2022,869887864,4/15/2022,8005,109.28,35.84,874786.4,286899.2,Cancelado,Efectivo,50%,Z90123ABCD,4:56,Envío aéreo
C3707,Europa,Russia,MINI HERE,Offline,Alta,2/1/2020,370786273,2/16/2020,2753,81.73,56.67,225002.69,156012.51,Entregado,Tarjeta de crédito,5%,EFGHI456JK,19:20,Envío urgente
C2640,Asia,Philippines,MINI HERE,Offline,Alta,3/10/2021,264075124,3/11/2021,4552,205.7,117.11,936346.4,533084.72,Enviado,PayPal,10%,LMNOP789QR,10:47,Envío económico
C7435,Australia y Oceanía,Marshall Islands,MINI HERE,Online,Baja,12/22/2020,743553245,12/22/2020,2783,9.33,6.92,25965.39,19258.36,Procesando,Transferencia bancaria,15%,STUVW012XY,6:14,Envío express
C7233,África,Burkina Faso,MINI HERE,Online,Crítica,1/24/2021,723331964,2/11/2021,8857,81.73,56.67,723882.61,501926.19,Pendiente,Tarjeta de débito,20%,Z34567ABCD,22:39,Envío a domicilio
C9878,Europa,Kosovo,MINI HERE,Offline,Media,1/23/2022,987835109,3/13/2022,1215,152.58,97.44,185384.7,118389.6,Entregado,Efectivo,25%,EFGHI890JK,15:01,Envío estándar
C1417,Asia,North Korea,MINI HERE,Offline,Alta,2/7/2022,141799008,3/28/2022,333,651.21,524.96,216852.93,174811.68,Devuelto,Tarjeta de crédito,30%,LMNOP123QR,1:27,Envío internacional
C4602,Asia,Bhutan,MINI HERE,Online,Alta,3/1/2021,460272490,3/16/2021,3713,152.58,97.44,566529.54,361794.72,Cancelado,PayPal,35%,STUVW456XY,17:54,Envío prioritario
C2386,Europa,Switzerland,MINI HERE,Offline,Media,6/25/2022,238616883,7/2/2022,893,651.21,524.96,581530.53,468789.28,Pendiente,Transferencia bancaria,40%,Z78901ABCD,13:22,Envío rápido
C5425,África,Libya,MINI HERE,Offline,Alta,7/17/2022,542506015,8/7/2022,8440,81.73,56.67,689801.2,478294.8,Procesando,Tarjeta de débito,45%,EFGHI234JK,2:48,Envío terrestre
C2579,Centroamérica y Caribe,Honduras,MINI HERE,Online,Alta,2/4/2021,257926213,2/23/2021,4953,154.06,90.93,763059.18,450376.29,Pendiente,Efectivo,50%,LMNOP567QR,8:14,Envío aéreo
C1411,África,Benin,MINI HERE,Online,Media,8/2/2022,141176307,9/20/2022,6061,255.28,159.42,1547252.08,966244.62,Devuelto,Tarjeta de crédito,5%,STUVW890XY,14:41,Envío urgente
C5688,África,Egypt,MINI HERE,Online,Media,5/31/2020,568867623,6/22/2020,9426,421.89,364.69,3976735.14,3437567.94,Enviado,PayPal,10%,Z12345ABCD,18:06,Envío económico
C1879,Europa,Cyprus,MINI HERE,Online,Media,4/5/2021,187923991,5/17/2021,9740,47.45,31.79,462163,309634.6,Procesando,Transferencia bancaria,15%,EFGHI678JK,5:33,Envío express
C8655,África,Morocco,MINI HERE,Online,Alta,10/4/2020,865581738,10/23/2020,3726,205.7,117.11,766438.2,436351.86,Cancelado,Tarjeta de débito,20%,LMNOP901QR,21:59,Envío a domicilio
C9393,Europa,Estonia,MINI HERE,Offline,Alta,2/8/2022,939389693,2/15/2022,5140,47.45,31.79,243893,163400.6,Entregado,Efectivo,25%,STUVW234XY,11:25,Envío estándar
C1672,Asia,South Korea,MINI HERE,Online,Crítica,4/24/2020,167209184,5/16/2020,9768,255.28,159.42,2493575.04,1557214.56,Procesando,Tarjeta de crédito,30%,Z56789ABCD,7:51,Envío nacional
C1772,Asia,Vietnam,MINI HERE,Online,Media,10/20/2020,177214038,11/6/2020,427,437.2,263.33,186684.4,112441.91,Enviado,PayPal,35%,EFGHI012JK,23:17,Envío prioritario
C4178,África,Syria,MINI HERE,Offline,Alta,10/29/2020,417890584,11/6/2020,1965,152.58,97.44,299819.7,191469.6,Entregado,Transferencia bancaria,40%,LMNOP345QR,16:45,Envío internacional
C4080,Europa,Luxembourg,MINI HERE,Online,Baja,4/27/2022,408037650,4/27/2022,6263,109.28,35.84,684420.64,224465.92,Pendiente,Tarjeta de débito,45%,STUVW678XY,3:12,Envío rápido
C1867,Centroamérica y Caribe,Cuba,MINI HERE,Online,Alta,11/28/2021,186766564,12/12/2021,7232,437.2,263.33,3161830.4,1904402.56,Cancelado,Efectivo,50%,Z90123ABCD,20:38,Envío terrestre
C7635,Asia,Maldives,MINI HERE,Offline,Alta,11/27/2020,763501155,12/2/2020,5813,421.89,364.69,2452446.57,2119942.97,Devuelto,Tarjeta de crédito,5%,ABCDEFGHIJKL,9:03,Envío aéreo
C9679,Asia,Taiwan,MINI HERE,Online,Media,1/10/2021,967977750,2/22/2021,4982,47.45,31.79,236395.9,158377.78,Procesando,PayPal,10%,MNOPQRSTUVWX,15:29,Envío urgente
C6002,Europa,Bosnia and Herzegovina,MINI HERE,Offline,Crítica,2/7/2020,600245177,3/14/2020,4742,152.58,97.44,723534.36,462060.48,Enviado,Transferencia bancaria,15%,YZ1234567890,4:55,Envío económico
C8806,África,Afghanistan,MINI HERE,Offline,Baja,1/28/2022,880664765,2/3/2022,7129,437.2,263.33,3116798.8,1877279.57,Pendiente,Tarjeta de débito,20%,123ABCDEFGHI,19:21,Envío express
C3999,Norteamérica,Canada,MINI HERE,Online,Media,4/20/2021,399910342,5/4/2021,1212,205.7,117.11,249308.4,141937.32,Procesando,Efectivo,25%,JKLMNOPQRST,10:47,Envío a domicilio
C9689,África,Qatar,MINI HERE,Offline,Media,2/4/2021,968968236,3/8/2021,8088,421.89,364.69,3412246.32,2949612.72,Devuelto,Tarjeta de crédito,30%,UVWXYZ567890,6:13,Envío estándar
C8691,Europa,Malta,MINI HERE,Offline,Baja,11/24/2020,869137275,12/15/2020,5889,154.06,90.93,907259.34,535486.77,Enviado,PayPal,35%,ABCDEFGHIJKL,22:40,Envío internacional
C7020,África,Bahrain,MINI HERE,Online,Crítica,7/19/2020,702028787,7/25/2020,4773,154.06,90.93,735328.38,434008.89,Entregado,Transferencia bancaria,40%,MNOPQRSTUVWX,12:08,Envío prioritario
C2395,África,Zambia,MINI HERE,Offline,Baja,9/19/2021,239566600,9/20/2021,1935,9.33,6.92,18053.55,13390.2,Cancelado,Tarjeta de débito,45%,YZ1234567890,1:35,Envío rápido
C6739,Asia,Bangladesh,MINI HERE,Online,Crítica,10/5/2020,673987042,11/7/2020,6598,109.28,35.84,721029.44,236472.32,Devuelto,Efectivo,50%,123ABCDEFGHI,17:59,Envío terrestre
C5678,África,Egypt,MINI HERE,Offline,Media,8/1/2021,567838943,8/14/2021,5017,421.89,364.69,2116622.13,1829649.73,Pendiente,Tarjeta de crédito,5%,JKLMNOPQRST,13:27,Envío aéreo
C8039,Asia,Japan,MINI HERE,Online,Crítica,10/9/2022,803983628,11/1/2022,5477,109.28,35.84,598526.56,196295.68,Procesando,PayPal,10%,UVWXYZ567890,2:53,Envío urgente
C5355,Centroamérica y Caribe,Jamaica,MINI HERE,Offline,Media,11/21/2021,535594928,12/17/2021,3296,437.2,263.33,1441011.2,867935.68,Enviado,Transferencia bancaria,15%,ABCDEFGHIJKL,8:19,Envío económico
C3361,África,Namibia,MINI HERE,Online,Media,8/14/2022,336159169,8/17/2022,5823,255.28,159.42,1486495.44,928302.66,Entregado,Tarjeta de débito,20%,MNOPQRSTUVWX,14:46,Envío express
C8494,Australia y Oceanía,Federated States of Micronesia,MINI HERE,Offline,Crítica,11/21/2021,849475181,12/12/2021,7438,421.89,364.69,3138017.82,2712564.22,Cancelado,Efectivo,25%,YZ1234567890,18:12,Envío a domicilio
C5396,África,Iran,MINI HERE,Offline,Media,10/6/2022,539654290,10/18/2022,4552,109.28,35.84,497442.56,163143.68,Enviado,Tarjeta de crédito,30%,123ABCDEFGHI,5:39,Envío estándar
C6411,Asia,Malaysia,MINI HERE,Online,Alta,7/20/2021,641120326,9/3/2021,606,205.7,117.11,124654.2,70968.66,Procesando,PayPal,35%,JKLMNOPQRST,21:05,Envío nacional
C2086,Asia,Tajikistan,MINI HERE,Offline,Crítica,9/4/2020,208609616,9/5/2020,1076,154.06,90.93,165768.56,97840.68,Devuelto,Transferencia bancaria,40%,UVWXYZ567890,11:31,Envío prioritario
C1671,África,Iran,MINI HERE,Offline,Alta,7/20/2021,167170989,7/22/2021,8465,421.89,364.69,3571298.85,3087100.85,Pendiente,Tarjeta de débito,45%,ABCDEFGHIJKL,7:57,Envío internacional
C1621,Australia y Oceanía,Samoa ,MINI HERE,Online,Crítica,4/3/2020,162165772,5/6/2020,7311,421.89,364.69,3084437.79,2666248.59,Entregado,Efectivo,50%,MNOPQRSTUVWX,23:23,Envío rápido
C8092,África,Botswana,MINI HERE,Online,Crítica,6/5/2020,809267795,6/20/2020,9179,437.2,263.33,4013058.8,2417106.07,Cancelado,Tarjeta de crédito,5%,YZ1234567890,16:50,Envío terrestre
C5444,Europa,Austria,MINI HERE,Online,Crítica,5/22/2020,544463384,6/25/2020,7669,255.28,159.42,1957742.32,1222591.98,Procesando,PayPal,10%,123ABCDEFGHI,3:16,Envío aéreo
C5740,África,Syria,MINI HERE,Online,Alta,4/17/2020,574051368,5/1/2020,3411,47.45,31.79,161851.95,108435.69,Enviado,Transferencia bancaria,15%,JKLMNOPQRST,20:42,Envío urgente
C8246,África,Senegal,MINI HERE,Online,Crítica,9/10/2020,824643075,10/23/2020,9066,9.33,6.92,84585.78,62736.72,Pendiente,Tarjeta de débito,20%,UVWXYZ567890,9:08,Envío económico
C3931,África,Mauritius ,MINI HERE,Offline,Media,2/11/2021,393162333,3/29/2021,4326,81.73,56.67,353563.98,245154.42,Devuelto,Efectivo,25%,ABCDEFGHIJKL,15:35,Envío express
C6968,África,Cote d'Ivoire,MINI HERE,Online,Alta,6/28/2021,696845471,7/8/2021,915,9.33,6.92,8536.95,6331.8,Entregado,Tarjeta de crédito,30%,MNOPQRSTUVWX,5:00,Envío a domicilio
C5232,Centroamérica y Caribe,Belize,MINI HERE,Offline,Alta,9/18/2020,523241317,10/3/2020,7588,109.28,35.84,829216.64,271953.92,Procesando,PayPal,35%,YZ1234567890,19:26,Envío estándar
C9802,África,Morocco,MINI HERE,Offline,Baja,12/15/2020,980211198,12/15/2020,5131,205.7,117.11,1055446.7,600891.41,Enviado,Transferencia bancaria,40%,123ABCDEFGHI,10:53,Envío internacional
C5459,Australia y Oceanía,Australia,MINI HERE,Online,Baja,6/27/2020,545928943,8/10/2020,1361,668.27,502.54,909515.47,683956.94,Pendiente,Tarjeta de débito,45%,JKLMNOPQRST,6:19,Envío prioritario
C9188,África,Senegal,MINI HERE,Online,Baja,11/5/2020,918880879,12/13/2020,6127,154.06,90.93,943925.62,557128.11,Cancelado,Efectivo,50%,UVWXYZ567890,22:44,Envío rápido
C2678,Centroamérica y Caribe,Antigua and Barbuda ,MINI HERE,Offline,Alta,7/18/2022,267865836,7/30/2022,6308,154.06,90.93,971810.48,573586.44,Devuelto,Tarjeta de crédito,5%,ABCDEFGHIJKL,12:10,Envío terrestre
C8819,Europa,Poland,MINI HERE,Online,Alta,10/8/2020,881995141,10/20/2020,817,651.21,524.96,532038.57,428892.32,Enviado,PayPal,10%,MNOPQRSTUVWX,1:37,Envío aéreo
C6206,Europa,Kosovo,MINI HERE,Online,Crítica,2/17/2021,620692622,3/6/2021,5595,81.73,56.67,457279.35,317068.65,Procesando,Transferencia bancaria,15%,YZ1234567890,17:03,Envío urgente
C5636,Asia,Malaysia,MINI HERE,Online,Media,1/19/2021,563694608,2/11/2021,8616,421.89,364.69,3635004.24,3142169.04,Pendiente,Tarjeta de débito,20%,123ABCDEFGHI,13:30,Envío económico
C9610,Centroamérica y Caribe,Guatemala,MINI HERE,Online,Alta,8/26/2022,961049926,9/9/2022,4885,47.45,31.79,231793.25,155294.15,Enviado,Efectivo,25%,JKLMNOPQRST,2:56,Envío express
C7831,Australia y Oceanía,Vanuatu,MINI HERE,Online,Baja,9/24/2022,783119904,10/30/2022,1437,651.21,524.96,935788.77,754367.52,Devuelto,Tarjeta de crédito,30%,UVWXYZ567890,8:22,Envío a domicilio
C8705,Centroamérica y Caribe,Nicaragua,MINI HERE,Online,Alta,10/13/2022,870578372,11/6/2022,2341,81.73,56.67,191329.93,132664.47,Procesando,PayPal,35%,ABCDEFGHIJKL,14:49,Envío estándar
C7844,África,Lesotho,MINI HERE,Offline,Media,11/3/2021,784411656,11/29/2021,3695,152.58,97.44,563783.1,360040.8,Entregado,Transferencia bancaria,40%,MNOPQRSTUVWX,18:15,Envío nacional
C1559,Asia,Turkmenistan,MINI HERE,Offline,Crítica,10/10/2020,155918586,11/7/2020,8629,668.27,502.54,5766501.83,4336417.66,Cancelado,Tarjeta de débito,45%,YZ1234567890,5:41,Envío prioritario
C9367,África,Saudi Arabia,MINI HERE,Offline,Crítica,11/7/2020,936710488,12/8/2020,2304,437.2,263.33,1007308.8,606712.32,Pendiente,Efectivo,50%,123ABCDEFGHI,21:07,Envío internacional
C6487,Asia,Japan,MINI HERE,Online,Media,4/24/2022,648711192,5/16/2022,6912,152.58,97.44,1054632.96,673505.28,Devuelto,Tarjeta de crédito,5%,JKLMNOPQRST,11:33,Envío rápido
C9341,Europa,Latvia,MINI HERE,Online,Crítica,2/1/2020,934157025,2/3/2020,6678,668.27,502.54,4462707.06,3355962.12,Enviado,PayPal,10%,UVWXYZ567890,7:59,Envío terrestre
C8055,Norteamérica,Greenland,MINI HERE,Online,Crítica,5/11/2022,805596816,5/23/2022,2855,109.28,35.84,311994.4,102323.2,Procesando,Transferencia bancaria,15%,ABCDEFGHIJKL,23:25,Envío aéreo
C6958,Centroamérica y Caribe,Costa Rica,MINI HERE,Online,Alta,7/30/2020,695891892,8/3/2020,8730,205.7,117.11,1795761,1022370.3,Entregado,Tarjeta de débito,20%,MNOPQRSTUVWX,16:52,Envío urgente
C2082,Asia,Japan,MINI HERE,Offline,Baja,4/24/2022,208216083,5/13/2022,4621,81.73,56.67,377674.33,261872.07,Cancelado,Efectivo,25%,YZ1234567890,3:18,Envío económico
C3660,Europa,Cyprus,MINI HERE,Offline,Crítica,3/25/2021,366055715,4/5/2021,2875,205.7,117.11,591387.5,336691.25,Pendiente,Tarjeta de crédito,30%,123ABCDEFGHI,20:44,Envío express
C4632,África,Pakistan,MINI HERE,Online,Baja,6/3/2021,463209617,6/27/2021,2874,421.89,364.69,1212511.86,1048119.06,Enviado,PayPal,35%,JKLMNOPQRST,9:11,Envío a domicilio
C3137,Europa,Monaco,MINI HERE,Online,Media,8/25/2021,313789117,9/7/2021,6028,437.2,263.33,2635441.6,1587353.24,Procesando,Transferencia bancaria,40%,UVWXYZ567890,15:38,Envío estándar
